disasterNumber,declarationDate,incidentType,pwNumber,applicationTitle,applicantId,damageCategoryCode,damageCategoryDescrip,projectStatus,projectProcessStep,projectSize,county,countyCode,stateAbbreviation,stateNumberCode,projectAmount,federalShareObligated,totalObligated,lastObligationDate,firstObligationDate,mitigationAmount,gmProjectId,gmApplicantId,lastRefresh,hash
4856,2025-01-08T00:00:00.000Z,Wildfire,162,City of Long Beach - Emergency Operating Center Expenses (01.07.25 - 01.23.25 Fed Share 100%) ,037-43000-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,30977.14,30977.14,30977.14,2025-08-02T04:15:18.000Z,2025-08-02T04:15:18.000Z,0.0,949600,233732,2025-11-06T15:04:31.089Z,7731c17d718a0ffec318e6ed6de70483a3e3a371
4856,2025-01-08T00:00:00.000Z,Wildfire,175,PUSD-Franklin Elementary-Campuswide Damages,037-1812E-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,50000.0,37500.0,37500.0,2025-10-21T18:16:20.000Z,2025-10-21T18:16:20.000Z,0.0,949754,233966,2025-11-06T15:04:31.089Z,a823c6f73a018a5563655b835e9574248586dd7a
4856,2025-01-08T00:00:00.000Z,Wildfire,187,BURBANK EMERGENCY PROTECTIVE MEASURES 100% COST SHARE JAN 7 - JULY 6,037-08954-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,57822.08,57822.08,57822.08,2025-09-20T04:15:19.000Z,2025-09-20T04:15:19.000Z,0.0,949863,233947,2025-11-06T15:04:31.089Z,1fa32a31ddb7d4dd32737fe75c18d64ff2d92588
4856,2025-01-08T00:00:00.000Z,Wildfire,197,PPIC - Building damages 9 bldgs - Completed (75/25 cost share),037-U4PAR-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,77355.0,58016.25,58016.25,2025-07-18T16:15:17.000Z,2025-07-18T16:15:17.000Z,0.0,950173,234001,2025-11-06T15:04:31.089Z,7ce6a314d75ef9f4c81e297f97a2cc0f5ad66657
4856,2025-01-08T00:00:00.000Z,Wildfire,198,PPIC - Building damages on 4 bldgs - Estimated (75/25 cost share),037-U4PAR-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,55259.01,41444.26,41444.26,2025-08-02T04:15:13.000Z,2025-08-02T04:15:13.000Z,0.0,950174,234001,2025-11-06T15:04:31.089Z,d8e4e4949403a4b97535321ed0665783df608436
4856,2025-01-08T00:00:00.000Z,Wildfire,203,Alhambra Unified School District Fence Damage,037-0755A-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,13304.24,9978.18,9978.18,2025-08-21T16:15:11.000Z,2025-08-21T16:15:11.000Z,0.0,950187,233949,2025-11-06T15:04:31.089Z,b06b52f8844eb289424dfc44be1a255be098e130
4856,2025-01-08T00:00:00.000Z,Wildfire,210,100% Cost Share - 2025 JANUARY WASHINGTON STATE TO STATE CA-CDF-000042,000-UYUB9-00,B,Emergency Protective Measures,Active,Obligated,Small,Statewide,67,CA,6,175000.0,175000.0,175000.0,2025-09-17T20:15:13.000Z,2025-09-17T20:15:13.000Z,0.0,950199,233604,2025-11-06T15:04:31.089Z,e5676aca146779b39e4dffdb1a362bb14765f153
4856,2025-01-08T00:00:00.000Z,Wildfire,215,100% Cost Share - 2025 CSR IAA PREPOSITION CA-CSR-000019,000-UYUB9-00,B,Emergency Protective Measures,Active,Obligated,Small,Statewide,67,CA,6,23014.35,23014.35,23014.35,2025-08-02T04:15:13.000Z,2025-08-02T04:15:13.000Z,0.0,950213,233604,2025-11-06T15:04:31.089Z,a784fefac515dfb0d665858fcd1644221e09fa77
4856,2025-01-08T00:00:00.000Z,Wildfire,237,Citywide Debris Removal (1/7/25 to  2/26/25),037-19990-00,A,Debris Removal,Active,Pending Closeout Completion,Small,Los Angeles County,37,CA,6,66767.4,50075.55,50075.55,2025-08-01T23:15:12.000Z,2025-08-01T23:15:12.000Z,0.0,950386,233651,2025-11-06T15:04:31.089Z,944da38b0c474ff0454058d328d22476a7081001
4856,2025-01-08T00:00:00.000Z,Wildfire,243,Compton Unified School District Emergency Protective Measures (100% cost share),037-29BAE-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,476458.66,476458.66,476458.66,2025-08-11T18:15:13.000Z,2025-08-11T18:15:13.000Z,0.0,950508,233992,2025-11-06T15:04:31.089Z,d9bbdcc9cb96db045aecb5d45dfd293efc968b23
4856,2025-01-08T00:00:00.000Z,Wildfire,246,Duarte Unified School District Debris Removal (75% cost share),037-067BE-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,61150.0,45862.5,45862.5,2025-08-07T18:15:12.000Z,2025-08-07T18:15:12.000Z,0.0,950514,233614,2025-11-06T15:04:31.089Z,2fb611e221fbca7672cbfa2277c100378d34c401
4856,2025-01-08T00:00:00.000Z,Wildfire,256,RAPID-Pasadena Waldorf School-Mariposa Campuswide Damages,037-24821-00,E,Buildings and Equipment,Active,Obligated,Large,Los Angeles County,37,CA,6,13950353.25,10462764.94,10462764.94,2025-08-19T15:16:31.000Z,2025-08-19T15:16:31.000Z,333092.49,950525,234009,2025-11-06T15:04:31.089Z,9898ac32c9d1c20b85021630de989cf38bcf1fe7
4856,2025-01-08T00:00:00.000Z,Wildfire,258,San Marino Unified School Emergency Protective Measures (100% cost share),037-06975-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,68907.42,68907.42,68907.42,2025-09-11T16:15:14.000Z,2025-09-11T16:15:14.000Z,0.0,950527,233987,2025-11-06T15:04:31.089Z,45ed99183d1e7382fd9b5d1cc24309da695bf371
4856,2025-01-08T00:00:00.000Z,Wildfire,280,Providence Health and Services Emergency Protective Measures,000-ULZNV-00,B,Emergency Protective Measures,Active,Obligated,Small,Statewide,59,CA,6,437284.23,437284.23,437284.23,2025-10-14T20:15:18.000Z,2025-10-14T20:15:18.000Z,0.0,950709,233948,2025-11-06T15:04:31.089Z,ec864839965570e57f78ac5b5f30e677c3d087ac
4856,2025-01-08T00:00:00.000Z,Wildfire,282,Outside Burn Scar,037-13A3B-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,4331.62,4331.62,4331.62,2025-09-08T20:15:16.000Z,2025-09-08T20:15:16.000Z,0.0,950761,233883,2025-11-06T15:04:31.089Z,93cc41110741d55d2fda6f1b2748b9628d3c4392
4856,2025-01-08T00:00:00.000Z,Wildfire,284,Park's bleachers and scoreboard ,037-30000-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,50926.56,38194.92,38194.92,2025-09-02T20:15:39.000Z,2025-09-02T20:15:39.000Z,0.0,950763,233909,2025-11-06T15:04:31.089Z,a214af0f061da6399ba8d4e775d92bbc36ff5c57
4856,2025-01-08T00:00:00.000Z,Wildfire,287,SCADA System,037-71806-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,34564.55,25923.42,25923.42,2025-09-05T20:15:57.000Z,2025-09-05T20:15:57.000Z,0.0,950882,233652,2025-11-06T15:04:31.089Z,a595af2a65bd8b4e462ac39a34638c379ffedc59
4856,2025-01-08T00:00:00.000Z,Wildfire,291,Building Contents- Palisades Charter School,037-0CB8A-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,10000.0,7500.0,7500.0,2025-09-15T21:15:24.000Z,2025-09-15T21:15:24.000Z,0.0,950981,233777,2025-11-06T15:04:31.089Z,383dbd7a3e2cfa98db7c797d906089e9e990b563
4856,2025-01-08T00:00:00.000Z,Wildfire,313,Debris Oversight Only SME Staff & Field PIO - Completed - 75% Fed Share (02/03/2025 - 03/02/2025),000-UUJ4B-00,A,Debris Removal,Active,Obligated,Small,Statewide,67,CA,6,68318.85,51239.14,51239.14,2025-10-30T18:15:21.000Z,2025-09-20T04:15:16.000Z,0.0,951145,233687,2025-11-06T15:04:31.089Z,8de71732128e7a6827cdfe6ca42eb08ce4abf3e7
4856,2025-01-08T00:00:00.000Z,Wildfire,318,"Milbury Avenue Sidewalk Damage, Traffic Signals and Materials",037-03666-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,12042.85,9032.14,9032.14,2025-09-02T20:15:40.000Z,2025-09-02T20:15:40.000Z,0.0,951182,233937,2025-11-06T15:04:31.089Z,7b30b26094b449a382156388efb2bafe97958262
4856,2025-01-08T00:00:00.000Z,Wildfire,338,Rec & Parks - Palisades Rec Center (Old Recreation Center),037-44000-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,27758.81,20819.11,20819.11,2025-09-17T20:15:14.000Z,2025-09-17T20:15:14.000Z,0.0,951281,233619,2025-11-06T15:04:31.089Z,b289b80cbc35ddd23c366b33d69c25e302803f44
4856,2025-01-08T00:00:00.000Z,Wildfire,349,Pasadena Area Community College-Campuswide Damages,037-UECTF-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,10640.9,7980.68,7980.68,2025-09-20T04:15:11.000Z,2025-09-20T04:15:11.000Z,0.0,951392,234141,2025-11-06T15:04:31.089Z,b2f2a682f72fed458130f80d27a4d0dea8ff0219
4856,2025-01-08T00:00:00.000Z,Wildfire,357,PW Sanitation - Debris Basins,037-44000-00,D,Water Control Facilities,Active,Obligated,Small,Los Angeles County,37,CA,6,64783.52,48587.64,48587.64,2025-10-08T22:15:12.000Z,2025-10-08T22:15:12.000Z,0.0,951558,233619,2025-11-06T15:04:31.089Z,0a65c748f824c7051d278f52b1d9c92830c71692
4856,2025-01-08T00:00:00.000Z,Wildfire,366,District Wide Campus Wind Caused Damages,037-067BE-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,42144.0,31608.0,31608.0,2025-09-04T21:15:42.000Z,2025-09-04T21:15:42.000Z,0.0,951692,233614,2025-11-06T15:04:31.089Z,731eb8ebb2d11fcb9e3d9257610c8537b92c9db8
4856,2025-01-08T00:00:00.000Z,Wildfire,369,HTCGC - Air Purifiers; Temporary Roof Repairs; Safety Inspection; Asbestos Abatement; Ash/smoke cleanup - Completed (100% cost share),037-UPZXG-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,272674.03,272674.03,272674.03,2025-08-27T17:15:13.000Z,2025-08-27T17:15:13.000Z,0.0,951768,234019,2025-11-06T15:04:31.089Z,a7c730bb5dbcd0ad3d1529ea8ce2ac6c0243940b
4856,2025-01-08T00:00:00.000Z,Wildfire,374,"Emergency Protective Measures at Temescal Canyon, Towsley Canyon, and Ramirez Canyon  100%",037-UZRER-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,11358.06,11358.06,11358.06,2025-09-08T20:15:17.000Z,2025-09-08T20:15:17.000Z,0.0,951784,233583,2025-11-06T15:04:31.089Z,afcae843d47eb3a9f331780b163047eabd9c15e1
4856,2025-01-08T00:00:00.000Z,Wildfire,423,GWP - Citywide Power Restoration ¿ Debris Removal 75% FED share  01/07/25 - 01/26/25.,037-30000-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,115507.0,86630.25,86630.25,2025-10-23T17:15:34.000Z,2025-10-23T17:15:34.000Z,0.0,952444,233909,2025-11-06T15:04:31.089Z,0f7af2d26db2cb1d19494367d2523dd7f2b4e08c
4856,2025-01-08T00:00:00.000Z,Wildfire,429,Parks and Rec Debris removal 75% FED share 01/07/25 - 01/24/25. ,037-30000-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,52892.67,39669.51,39669.51,2025-09-12T21:15:26.000Z,2025-09-12T21:15:26.000Z,0.0,952450,233909,2025-11-06T15:04:31.089Z,c957f90b4b20740cad1437b0e3f38aa10f99b091
4856,2025-01-08T00:00:00.000Z,Wildfire,435,Maritime Rocks Beach access points ,037-UZRER-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,50649.01,37986.76,37986.76,2025-08-05T19:15:17.000Z,2025-08-05T19:15:17.000Z,0.0,952463,233583,2025-11-06T15:04:31.089Z,2d1a81631a1e8095d5def3929a77a7bf879d6417
4856,2025-01-08T00:00:00.000Z,Wildfire,436,Carbon Canyon access way,037-UZRER-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,31998.86,23999.15,23999.15,2025-07-17T04:15:12.000Z,2025-07-17T04:15:12.000Z,0.0,952464,233583,2025-11-06T15:04:31.089Z,7bd34e8e389044e3d262bbcdbd9275f941819cfc
4856,2025-01-08T00:00:00.000Z,Wildfire,440,DR4856-CA - LA County - DPW - SWMD-East - Santa Anita Dam Gate Replacement,037-99037-00,D,Water Control Facilities,Active,Obligated,Small,Los Angeles County,37,CA,6,6928.63,5196.48,5196.48,2025-10-31T18:15:26.000Z,2025-10-31T18:15:26.000Z,0.0,952527,233906,2025-11-06T15:04:31.089Z,bd870e97552b82acfae9d34822afe6c7d9d472ba
4856,2025-01-08T00:00:00.000Z,Wildfire,484,Emergency Protective Measures Cleaning Facility,037-09646-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,224698.04,168523.53,168523.53,2025-10-20T21:15:14.000Z,2025-08-11T18:15:15.000Z,0.0,952701,234010,2025-11-06T15:04:31.089Z,1a9d9e79c720ce18a1c7e248b588a00098b01c89
4856,2025-01-08T00:00:00.000Z,Wildfire,491,Temple City Unified School District - Tennis Courts,037-0D5EA-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,13635.0,10226.25,10226.25,2025-08-07T18:15:15.000Z,2025-08-07T18:15:15.000Z,0.0,952709,233994,2025-11-06T15:04:31.089Z,b0cfdfd08a5e644c66a47f6df80e82981e16bc05
4856,2025-01-08T00:00:00.000Z,Wildfire,497,DR4856-CA - LA County - DACC - Debris  01/08/2025 Cost Share 75%,037-99037-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,7851.0,5888.25,5888.25,2025-10-24T23:15:12.000Z,2025-10-24T23:15:12.000Z,0.0,952716,233906,2025-11-06T15:04:31.089Z,9b8d92fdc33c818cc80974edaa67919281c94499
4856,2025-01-08T00:00:00.000Z,Wildfire,499,Debris Removal (04/02/25 - 05/22/25) 100% Fed Share,000-U8RA6-00,A,Debris Removal,Active,Obligated,Small,Statewide,67,CA,6,30672.46,30672.46,30672.46,2025-10-31T18:15:27.000Z,2025-09-04T21:15:36.000Z,0.0,952760,233878,2025-11-06T15:04:31.089Z,f112aa8a206187d2d223f19de2bc29a7ac9cae9a
4856,2025-01-08T00:00:00.000Z,Wildfire,512,San Vicente Restroom,037-UZRER-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,21745.0,16308.75,16308.75,2025-09-05T20:16:00.000Z,2025-09-05T20:16:00.000Z,0.0,952789,233583,2025-11-06T15:04:31.089Z,9086d5411a8b65f98cddbc249bcc4e17d0548e69
4856,2025-01-08T00:00:00.000Z,Wildfire,538,HVAC system damage ,037-48648-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,5137.0,3852.75,3852.75,2025-08-27T23:15:37.000Z,2025-08-27T23:15:37.000Z,0.0,952824,233841,2025-11-06T15:04:31.089Z,969ecbae6fec82b9fb8168ef39921ad2306499b4
4856,2025-01-08T00:00:00.000Z,Wildfire,555,Burbank water plant,037-08954-00,F,Utilities,Active,Obligated,Small,Los Angeles County,37,CA,6,20694.0,15520.5,15520.5,2025-10-21T18:16:23.000Z,2025-10-21T18:16:23.000Z,500.0,952921,233947,2025-11-06T15:04:31.089Z,9057caf571f978a69701c3704f1da837a7fe907e
4856,2025-01-08T00:00:00.000Z,Wildfire,557,Stough Canyon Park and Maxim Ballfield Playground,037-08954-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,24499.82,18374.87,18374.87,2025-10-16T15:15:36.000Z,2025-10-16T15:15:36.000Z,500.0,952929,233947,2025-11-06T15:04:31.089Z,b99c29ef532d1227656c53ffa0ceef6bf1f6dc45
4856,2025-01-08T00:00:00.000Z,Wildfire,561,"Security Gates - Police/Fire, Tennis Court",037-08954-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,21862.46,16396.85,16396.85,2025-09-04T21:15:42.000Z,2025-09-04T21:15:42.000Z,0.0,952936,233947,2025-11-06T15:04:31.089Z,666d69a133993ffe0a7c5a451390943a04d58ed7
4856,2025-01-08T00:00:00.000Z,Wildfire,634,LADWP - Wind Damages (WC),037-44000-00,D,Water Control Facilities,Active,Obligated,Small,Los Angeles County,37,CA,6,113439.3,85079.48,85079.48,2025-09-26T04:15:12.000Z,2025-09-26T04:15:12.000Z,0.0,953177,233619,2025-11-06T15:04:31.089Z,9143b86c38113b5015e89694065d8447b0ca78e1
4856,2025-01-08T00:00:00.000Z,Wildfire,642,LADWP - Pacific Palisades Reservoir,037-44000-00,D,Water Control Facilities,Active,Obligated,Small,Los Angeles County,37,CA,6,28930.6,21697.95,21697.95,2025-09-16T21:15:18.000Z,2025-09-16T21:15:18.000Z,0.0,953188,233619,2025-11-06T15:04:31.089Z,924883a471c95ca81e7a0b4d8fd35ac72866102a
4856,2025-01-08T00:00:00.000Z,Wildfire,647,PACCD-Campuswide Debris Removal,037-UECTF-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,132784.77,99588.58,99588.58,2025-09-20T04:15:20.000Z,2025-09-20T04:15:20.000Z,0.0,953208,234141,2025-11-06T15:04:31.089Z,87375bcb78984856b475dc078bf27c4bcca3439a
4856,2025-01-08T00:00:00.000Z,Wildfire,733,Northwest Library,037-08954-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,17165.26,12873.95,12873.95,2025-10-03T04:15:13.000Z,2025-10-03T04:15:13.000Z,0.0,953644,233947,2025-11-06T15:04:31.089Z,282b0d52c6c039adf86250e6a4888e8806d4feba
4856,2025-01-08T00:00:00.000Z,Wildfire,799,Izzy Park Playground,037-08954-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,63757.5,47818.13,47818.13,2025-10-03T04:15:16.000Z,2025-10-03T04:15:16.000Z,0.0,953992,233947,2025-11-06T15:04:31.089Z,ea888d966d8d618f8ccfab91464412d497444d16
4856,2025-01-08T00:00:00.000Z,Wildfire,800,Par 3 Netting,037-02462-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,18661.6,13996.2,13996.2,2025-08-05T19:15:16.000Z,2025-08-05T19:15:16.000Z,0.0,953996,233811,2025-11-06T15:04:31.089Z,4db79d39df286d71dedc8f438bffb5bb22806036
4856,2025-01-08T00:00:00.000Z,Wildfire,811,Post and Signs ,037-56000-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,7333.59,5500.2,5500.2,2025-10-20T20:15:19.000Z,2025-10-20T20:15:19.000Z,0.0,954071,233629,2025-11-06T15:04:31.089Z,071c8b064f1a47bc98dfaee475618ce6278f0581
4856,2025-01-08T00:00:00.000Z,Wildfire,815,Bus Stop Signs / Transportation Message Sign,037-56000-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,51591.22,38693.42,38693.42,2025-10-20T20:15:18.000Z,2025-10-20T20:15:18.000Z,0.0,954078,233629,2025-11-06T15:04:31.089Z,96c076cbcb2f42c1e6faf4d6d638ab2c0280978c
4856,2025-01-08T00:00:00.000Z,Wildfire,824,DoIT-Network / PPD Range Structures / PPD Range Equipment,037-56000-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,23994.0,17995.5,17995.5,2025-10-20T20:15:22.000Z,2025-10-20T20:15:22.000Z,0.0,954095,233629,2025-11-06T15:04:31.089Z,f1e4aa1dd8e3109d1c709da5d6ab10f382b1c2d1
4856,2025-01-08T00:00:00.000Z,Wildfire,833,"Parks, Playground",037-56000-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,85602.92,64202.19,64202.19,2025-10-20T20:15:24.000Z,2025-10-20T20:15:24.000Z,0.0,954114,233629,2025-11-06T15:04:31.089Z,6b731385c34432b79f1141f09dbe9b3313ccee15
4856,2025-01-08T00:00:00.000Z,Wildfire,844,Daycare Building/Playground,037-06742-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,76401.85,57301.39,57301.39,2025-09-15T21:15:24.000Z,2025-09-15T21:15:24.000Z,0.0,956298,234017,2025-11-06T15:04:31.089Z,b50ea0716b137eeb2eb9b2756fc81128a4f42cd7
4856,2025-01-08T00:00:00.000Z,Wildfire,845,YMCA - Los Angeles - Crowell YMCA (Formerly South Pasadena-San Marino YMCA),037-1CF6B-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,4000.0,3000.0,3000.0,2025-09-04T21:15:34.000Z,2025-09-04T21:15:34.000Z,0.0,956299,234026,2025-11-06T15:04:31.089Z,b32aaab6972a6ba50005af0670da30196fc3019d
4856,2025-01-08T00:00:00.000Z,Wildfire,855,"Mater Dolorosa Passionist Retreat Center, Inc. ¿ Debris Removal ¿ 75% Fed Share (1/28/2025 - 2/13/2025) ",037-UAB1Y-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,2748.33,2061.25,2061.25,2025-11-03T21:15:14.000Z,2025-11-03T21:15:14.000Z,0.0,956481,233857,2025-11-06T15:04:31.089Z,b8a5f724e3b450e4cb7db7b851b67a48134c0421
4856,2025-01-08T00:00:00.000Z,Wildfire,874,Adamson House Wind Damage,000-U8RA6-00,E,Buildings and Equipment,Active,Obligated,Small,Statewide,67,CA,6,72384.0,54288.0,54288.0,2025-09-20T04:15:12.000Z,2025-09-20T04:15:12.000Z,0.0,956591,233878,2025-11-06T15:04:31.089Z,f35347571217379e00aaf2aa269487257d2a07da
4856,2025-01-08T00:00:00.000Z,Wildfire,879,Police HQ flagpoles,037-56000-00,E,Buildings and Equipment,Active,Obligated,Small,Los Angeles County,37,CA,6,13239.61,9929.71,9929.71,2025-10-20T20:15:20.000Z,2025-10-20T20:15:20.000Z,0.0,956789,233629,2025-11-06T15:04:31.089Z,f6314e4675acb52db30ffa1477569170d71dd4de
4856,2025-01-08T00:00:00.000Z,Wildfire,887,Management Costs California Department of Corrections and Rehabilitation,000-UYKFF-00,Z,Management Costs,Active,Obligated,Small,Statewide,67,CA,6,599.34,599.34,599.34,2025-07-17T04:15:13.000Z,2025-07-17T04:15:13.000Z,0.0,957179,233626,2025-11-06T15:04:31.089Z,388d1205d5d5bb343e4a78746530358e1d2f6822
4856,2025-01-08T00:00:00.000Z,Wildfire,897,Management Costs,000-UYVCL-00,Z,Management Costs,Active,Obligated,Small,Statewide,67,CA,6,2994.89,2994.89,2994.89,2025-07-23T16:15:30.000Z,2025-07-23T16:15:30.000Z,0.0,957375,233686,2025-11-06T15:04:31.089Z,1b2bb3f61a7ed6e9981d48e278fbed853450647c
4856,2025-01-08T00:00:00.000Z,Wildfire,902,SSWC Debris Removal 75% Fed Share (1/7/2025 - 3/2/2025),037-24306-00,A,Debris Removal,Active,Obligated,Small,Los Angeles County,37,CA,6,37402.31,28051.74,28051.74,2025-10-21T18:16:20.000Z,2025-10-21T18:16:20.000Z,0.0,957437,234024,2025-11-06T15:04:31.089Z,c194b05e378c5ce5dc51e51722d64ca2298cd553
4856,2025-01-08T00:00:00.000Z,Wildfire,905," Emergency Protective Measures-Temporary Fencing, Rented Storage PODS @ 75% Cost Share",037-1E9B5-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,5000.0,3750.0,3750.0,2025-08-08T04:15:13.000Z,2025-08-08T04:15:13.000Z,0.0,957495,234002,2025-11-06T15:04:31.089Z,f2e6bc66969914ea6fbd2af064712ab8d3eec796
4856,2025-01-08T00:00:00.000Z,Wildfire,913,Management Costs,037-14504-00,Z,Management Costs,Active,Obligated,Small,Los Angeles County,37,CA,6,2826.13,2826.13,2826.13,2025-07-23T16:15:29.000Z,2025-07-23T16:15:29.000Z,0.0,957752,233979,2025-11-06T15:04:31.089Z,a72d5e719fcc6bcfcca309d1b02a77db35c65868
4856,2025-01-08T00:00:00.000Z,Wildfire,938,Citywide / Misc. Signage,037-45246-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,47341.34,35506.01,35506.01,2025-09-15T21:15:26.000Z,2025-09-15T21:15:26.000Z,0.0,958734,233659,2025-11-06T15:04:31.089Z,2b84ef5d8cd412e50bfd938be49e1b8b10ce7c80
4856,2025-01-08T00:00:00.000Z,Wildfire,939,Citywide / Misc. Walkways ,037-45246-00,C,Roads and Bridges,Active,Obligated,Small,Los Angeles County,37,CA,6,24220.09,18165.07,18165.07,2025-09-15T21:15:26.000Z,2025-09-15T21:15:26.000Z,0.0,958738,233659,2025-11-06T15:04:31.089Z,821ca019f339b0ea914d13bef0f9cf7e831fe45a
4856,2025-01-08T00:00:00.000Z,Wildfire,961,City of Azusa - Emergency Protective Measures (01.07.25 - 07.06.25) Fed share 100% ,037-03386-00,B,Emergency Protective Measures,Active,Obligated,Small,Los Angeles County,37,CA,6,53274.49,53274.49,53274.49,2025-09-20T04:15:16.000Z,2025-09-20T04:15:16.000Z,0.0,959863,233946,2025-11-06T15:04:31.089Z,ac381674bb71243dfac5a9c5119fa67fd63c59f6
4856,2025-01-08T00:00:00.000Z,Wildfire,962,Management Costs - The New Revelation Missionary Baptist Church,037-09646-00,Z,Management Costs,Active,Obligated,Small,Los Angeles County,37,CA,6,11234.9,11234.9,11234.9,2025-10-20T20:15:16.000Z,2025-10-20T20:15:16.000Z,0.0,959968,234010,2025-11-06T15:04:31.089Z,95cce920ded944b08a65ed1cf4f91b3b2b47432b
4856,2025-01-08T00:00:00.000Z,Wildfire,965,DR4856 - La Canada Flintridge - Management Costs,037-38996-00,Z,Management Costs,Active,Obligated,Small,Los Angeles County,37,CA,6,26686.46,26686.46,26686.46,2025-09-12T21:15:32.000Z,2025-09-12T21:15:32.000Z,0.0,960028,233895,2025-11-06T15:04:31.089Z,3d395f0a0273324ef784bc54b4b0d42cc2ac721d
4856,2025-01-08T00:00:00.000Z,Wildfire,970,Management Costs,037-29BAE-00,Z,Management Costs,Active,Obligated,Small,Los Angeles County,37,CA,6,23822.93,23822.93,23822.93,2025-09-05T20:16:02.000Z,2025-09-05T20:16:02.000Z,0.0,960339,233992,2025-11-06T15:04:31.089Z,2abb18a3e606b3fabbb4d78f64dc7ae128a47a91
4856,2025-01-08T00:00:00.000Z,Wildfire,976,Grant - Brenner Park / Fence Damages,037-56000-00,G,"Parks, Recreational Facilities, and Other Items",Active,Obligated,Small,Los Angeles County,37,CA,6,8680.75,6510.57,6510.57,2025-10-20T20:15:25.000Z,2025-10-20T20:15:25.000Z,0.0,961091,233629,2025-11-06T15:04:31.089Z,0a86e0fba11dd2f27aaf5d9ecc4f7e65a1239fa4
4856,2025-01-08T00:00:00.000Z,Wildfire,981,Management Costs,000-UJQR9-00,Z,Management Costs,Active,Obligated,Small,Statewide,67,CA,6,2848.69,2848.69,2848.69,2025-09-23T15:15:24.000Z,2025-09-23T15:15:24.000Z,0.0,961563,233969,2025-11-06T15:04:31.089Z,b273a6b2aed84c400b331f2380f7f70bdc8c7bdb
